author,datetime,content,permalink
@ferizandra,"Sep 29, 2025 · 9:18 AM UTC","Sesuai dugaan, dia akan menganggap remeh kasus keracunan Makanan Bergizi Gratis (MBG) yang terjadi di seluruh Indonesia... Jumlah korban keracunan yang mencapai ribuan orang cuman dianggap statistik yang gak berarti... We can't expect any positive outcome from this man... 😥 Update 29/09/2025 16.00 WIB data kasus keracunan/makanan basi MBG di seluruh Indonesia : 4 Oktober 2024 di Nganjuk, Jatim 14 Januari 2025 di Indramayu, Jabar 16 Januari 2025 di Sukoharjo, Jateng 19 Januari 2025 di Nunukan, Kaltara 18 Februari 2025 di Tebingtinggi, Sumut 19 Februari 2025 di Empat Lawang, Sumsel 21 Februari 2025 di Pandeglang, Banten 24 Februari 2025 di Waingapu, NTT 14 April 2025 di Batang, Jateng 21 April 2025 di Cianjur, Jabar 21 April 2025 di Karanganyar, Jateng 23 April 2025 di Bombana, Sultra 23 April 2025 di Kudus, Jateng (lauk berulat) 29 April 2025 di Karanganyar, Jateng 30 April 2025 di Bandung, Jabar 1 Mei 2025 di Tasikmalaya, Jabar 5 Mei 2025 di PALI, Sumsel 7 Mei 2025 di Bogor, Jabar 23 Mei 2025 di Bulukumba, Sulsel (diduga basi) 15 Juli 2025 di Kotabumi, Lampung 21 Juli 2025 di Kupang, NTT 23 Juli 2025 di Sumba Barat Daya, NTT 31 Juli 2025 di Kulon Progo, DIY 6 Agustus 2025 di Sukabumi, Jabar 8 Agustus 2025 di Sorong, Papua Barat (ada belatung di menu MBG) 12 Agustus 2025 di Sragen, Jateng 13 Agustus 2025 di Sleman, DIY 20 Agustus 2025 di Cianjur, Jabar 22 Agustus 2025 di Indramayu, Jabar 26 Agustus 2025 di Lampung Timur, Lampung 26 Agustus 2025 di Sleman, DIY 27 Agustus 2025 di Lebong, Bengkulu 27 Agustus 2025 di Palu, Sulawesi Tengah 2 September 2025 di Serang, Banten 3 September 2025 di Gunungkidul, DIY 3 September 2025 di Ogan Komering Ilir, Sumsel 3 September 2025 di Cianjur, Jabar 11 September 2025 di Maluku Barat Daya, Maluku 11 September 2025 di Wonogiri, Jateng 12 September 2025 di Cianjur, Jabar 15 September 2025 di Gunungkidul, DIY 16 September 2025 di Baubau, Sultra 16 September 2025 di Pamekasan, Jatim 17 September 2025 di Lamongan, Jatim 17 September 2025 di Garut, Jabar 17 September 2025 di Banggai, Sulteng 17 September 2025 di Sumbawa, NTB 18 September 2020 di Tual, Maluku 18 September 2025 di Tasikmalaya, Jabar 18 September 2025 di Bireueun, Aceh 19 September 2025 di Ambon, Maluku 22 September 2025 di Bandung Barat, Jabar 22 September 2025 di Tanjung Selor, Kaltara 23 September 2025 di Ketapang, Kalbar 23 September 2025 di Ogan Komering Ulu, Sumsel 23 September 2025 di Sunter, Jakut 24 September 2025 di Bandung Barat, Jabar 24 September 2025 di Mamuju, Sulbar 24 September 2025 di Lombok Barat, NTB 24 September 2025 di Sukabumi, Jabar 24 September 2025 di Tuban, Jatim 24 September 2025 di Bojonegoro, Jatim 24 September 2025 di Rembang, Jateng 24 September 2025 di Parigi Moutong, Sulteng 24 September 2025 di Kupang, NTT 25 September 2025 di Subang, Jabar 25 September 2025 di Cianjur, Jabar 25 September 2025 di Karimun, Kepulauan Riau 25 September 2025 di Sumedang, Jabar 26 September 2025 di Banyumas, Jateng 26 September 2025 di Lampung Timur, Lampung 26 September 2025 di Jember, Jatim 26 September 2025 di Kebumen, Jateng 29 September 2025 di Bandung Barat, Jabar 29 September 2025 di Ciamis, Jabar Notes : 1. Kasus keracunan MBG turun selama bulan puasa (Ramadhan/Maret) 2. Kasus keracunan MBG juga turun saat liburan sekolah Juni-Juli",https://nitter.net/ferizandra/status/1972591857676021830#m
@mardigu024,"Sep 29, 2025 · 3:41 AM UTC",Ngapain studi banding MBG ampe Cina. Swasta banyak yg udah sedia makan siang. Semuanya dimasak di dapur sekolah,https://nitter.net/mardigu024/status/1972507077760471215#m
@ircboy,"Sep 30, 2025 · 2:38 AM UTC",from mbg with …,https://nitter.net/ircboy/status/1972853600490766464#m
@tilehopper,"Sep 30, 2025 · 2:38 AM UTC","Bahan baku lebih terkontrol, anggaran yang habis untuk pengadaan dan pengawasan dapur berkurang, dan ga bikin price shocks yang ga terkendali karena pembelian bahan satu pintu lewat central kitchen dan bukan puluhan dapur mitra MBG trying to buy the same ingredients.",https://nitter.net/tilehopper/status/1972853646821060861#m
@SantorinisSun,"Sep 29, 2025 · 1:45 PM UTC",Terbukti salah sasaran ya. Sekolah swasta apalagi yang elit apakah perlu MBG? Jawaban bijaknya TIDAK. Makanya fokus aja ke daerah 3T. Lebih bermanfaat & tepat sasaran,https://nitter.net/SantorinisSun/status/1972659072554991865#m
@lutfithe13th,"Sep 30, 2025 · 2:39 AM UTC",Pakan ternak termahal dunia by pemerintah.... Guru di Jakarta Timur Mengaku Suka Bawa Pulang MBG Sisa: Dimasak Ulang atau Buat Pakan Ternak m.tribunnews.com/metropolita…,https://nitter.net/lutfithe13th/status/1972853702538227792#m
@bukupagi,"Sep 30, 2025 · 2:39 AM UTC",MBG,https://nitter.net/bukupagi/status/1972853718480785419#m
@RondesBoge,"Sep 30, 2025 · 2:39 AM UTC",Dapur MBG jago-jagoan bikin makanan u/ orang Indonesia Sandwich. Emank Sandwich ada gizinya ???,https://nitter.net/RondesBoge/status/1972853757722710083#m
@memefess,"Sep 29, 2025 · 6:02 AM UTC",Ketika siswa/siswi iseng memberi sisa mbg kepada kucing yeet!,https://nitter.net/memefess/status/1972542458912534710#m
@AliMahf38081540,"Sep 30, 2025 · 2:39 AM UTC","MBG katanya dibuat untuk pemerataan, tp kalo sekolah swasta gk di ratain juga donk, emang yang pelosok udah kebagian??",https://nitter.net/AliMahf38081540/status/1972853779625361576#m
@BarengJembut,"Sep 30, 2025 · 2:39 AM UTC","Ini yang bodoh yang datakah, Sekolah Elite dimasukkan MBG ya jelas menganggu keuntungan Yayasan. Sekolah Elit, Plus, harusnya masuk prioritas paling belakang.",https://nitter.net/BarengJembut/status/1972853839868182605#m
@0771325,"Sep 30, 2025 · 2:40 AM UTC",Nggak semua orang paham peran pejabat di MBG,https://nitter.net/0771325/status/1972853937100537868#m
@superradioid,"Sep 30, 2025 · 2:39 AM UTC",SMP Negeri 1 Gresik Mulai Laksanakan Program Makan Bergizi Gratis - superradio.id/smp-negeri-1-g…,https://nitter.net/superradioid/status/1972853904309432508#m
@pasfm,"Sep 30, 2025 · 2:40 AM UTC","Menko Perekonomian, Airlangga Hartarto tegaskan bahwa pemerintah tidak akan hentikan program Makan Bergizi Gratis MBG meski menuai kritik dari sejumlah ekonom. Airlangga menjelaskan bahwa pemerintah telah membahas berbagai catatan dari para ekonom yang tergabung dalam Aliansi Ekonom Indonesia.",https://nitter.net/pasfm/status/1972854014376296712#m
@ranjanadotid,"Sep 30, 2025 · 2:40 AM UTC",PKBI Daerah Lampung Kritik Pelaksanaan Program MBG Yang Sebabkan Banyak Kasus Keracunan ranjana.id/pkbi-daerah-lampu…,https://nitter.net/ranjanadotid/status/1972854096077185249#m
@bukan_panda,"Sep 30, 2025 · 2:40 AM UTC","How to fix mbg, by unregistered nutritionist Expensive solution: 1. Mobil distribusi ada heater 2. Bikin dapur sistim desentralisasi. 3. Reviu ulang semua dapur agar sesuai sama permenkes ttg higiene dan sanitasj jasaboga / permenparekraf no.4 - 2021 Cheap solution: 1. Hentikan",https://nitter.net/bukan_panda/status/1972854090792325483#m
@MediaVoi,"Sep 30, 2025 · 2:40 AM UTC",BGN Tetapkan Insentif Guru MBG Rp100 Ribu Cair Tiap 10 Hari ift.tt/EuFYejS,https://nitter.net/MediaVoi/status/1972854083124965817#m
@NenkMonica,"Sep 28, 2025 · 1:50 PM UTC","Salam Hormat Dari Ketua Termul, Prof. Dr. Firdaus Owiwobo, SH, MA, SHI, MBG, BGN, MCK, SPBU, SKCK, MSI, KFC, NMC, Pler",https://nitter.net/NenkMonica/status/1972297928992784660#m
@EMusiran,"Sep 30, 2025 · 2:41 AM UTC",Stop MBG ! Banyak merugikan rakyat. Hanya menguntungkan dn memperkaya para pejabat.,https://nitter.net/EMusiran/status/1972854208836796899#m
@c6pt61nc0d3,"Sep 30, 2025 · 2:41 AM UTC","Dikasih info begini, akan jadi alasan untuk menambah dana mbg, dengan menarik utang dll. Dari 10rb menjadi 50rb. Pinter juga taktiknya...",https://nitter.net/c6pt61nc0d3/status/1972854203799490700#m
@trukbeko,"Sep 30, 2025 · 2:41 AM UTC","Tapiiiii.... gue setuju sih kalo emg sekolah elit menolak mbg. Ya bener mending dikasih ke yg lebih membutuhkan, kaya sekolah2 ditempat terpencil misalnya.",https://nitter.net/trukbeko/status/1972854186862952591#m
@_riverheaven,"Sep 27, 2025 · 9:27 AM UTC","📌PROGRAM MBG HARUS SUKSES Terlepas ada sabotase atau tidak, MBG harus di moratorium. Terbukti pelaksanaan MBG kacau, itu pointnya. Evaluasi dan ubah sistemnya. Titik! Kita dukung MBG yang sehat & higienis. --- Fajar Fatah ButterBabyxTu tds4injakarta Liverpool Panas",https://nitter.net/_riverheaven/status/1971869362685694197#m
@miftahrizaq_,"Sep 20, 2025 · 7:06 AM UTC","Anggaran MBG itu 1,2 triliun PERHARI! Sekali lagi, PERHARI! Itu program ngaco kalo diliburin seminggu, trus duitnya buat bangun sekolahan, renovasi sekolah rusak, bayar gaji guru dengan layak, dandanin infrastruktur, sama buat beasiswa, udah banyak yg terselamatkan! MBG taek!",https://nitter.net/miftahrizaq_/status/1969297138447220833#m
@tekarok007,"Sep 29, 2025 · 10:56 AM UTC","Mau bilang MBG tidak dipolitisasi? Coba lihat NGO/LSM dan aktivis Pinky-pinky itu, pernah tidak uptade 99% lebih pogram MBG yang berhasil, disukai anak sekolah, para guru dan orang tua? Tidak pernah, mereka menyembunyikan 99% fakta itu dari masyarakat, makanya politisasi itu.",https://nitter.net/tekarok007/status/1972616393704214617#m
@lisa_oktoraa78,"Sep 30, 2025 · 2:41 AM UTC","Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis #IndonesiaEmas2045 #GiziAnak #GenerasiUnggul",https://nitter.net/lisa_oktoraa78/status/1972854391997947919#m
@kenhans03,"Sep 29, 2025 · 7:52 AM UTC","Ini lebih penting daripada MBG. ""Suka panas kalau udah mau ke siang, pegal juga,” ujar Nazma (9), murid kelas 4 di sela kegiatan belajar. bandung.kompas.com/read/2025….",https://nitter.net/kenhans03/status/1972570210696941781#m
@lbsss_nfecc,"Sep 30, 2025 · 2:41 AM UTC","Según recuerdo dijeron que no cambiarían nada, peeero esperemos a verlo.",https://nitter.net/lbsss_nfecc/status/1972854362075803717#m
@carispertama,"Sep 30, 2025 · 2:42 AM UTC",Dukung Program Makan Bergizi Gratis,https://nitter.net/carispertama/status/1972854446372839545#m
@Ans37035,"Sep 30, 2025 · 2:42 AM UTC",Harusnya memang MBG buat yang membutuhkan saja. Dan itu pasti ga banyak. Kan kemiskinan di Indonesia rendah. Jadi ga perlu dianggarkan sampai 300 T untuk tahun 2026. Tapi nanti cuannya dikit sih kalau hanya untuk masyarakat yang membutuhkan,https://nitter.net/Ans37035/status/1972854427058147510#m
@lisa_oktoraa78,"Sep 30, 2025 · 2:42 AM UTC","Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak, tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis #IndonesiaEmas2045 #GiziAnak #GenerasiUnggul",https://nitter.net/lisa_oktoraa78/status/1972854425229328482#m
@Sulhan04,"Sep 29, 2025 · 1:20 PM UTC",Sekolah lagi biar ngerasain MBG 😋,https://nitter.net/Sulhan04/status/1972652583291585014#m
@VIVAcoid,"Sep 30, 2025 · 1:22 AM UTC","Legislator NasDem Ungkap Praktik Jual-Beli Sertifikat Higienis untuk Dapur MBG, Segini Tarifnya viva.co.id/berita/nasional/1…",https://nitter.net/VIVAcoid/status/1972834314267324597#m
@kompascom,"Sep 30, 2025 · 2:45 AM UTC","Wakil Wali Kota Tangsel, Pilar Saga Ichsan, mengatakan, hasil pemeriksaan Dinkes Tangsel, penyebab keracunan diduga berasal dari air yang digunakan dalam proses pengolahan makanan. Baca di sini: megapolitan.kompas.com/read/… / #TangerangSelatan #Tangsel #MakanBergiziGratis",https://nitter.net/kompascom/status/1972855241143197788#m
@lukmanihsan,"Sep 30, 2025 · 2:45 AM UTC",Sekolah elite bayar cateringnya saja sebulan bisa 1 juta ngapain juga dikasih MBG,https://nitter.net/lukmanihsan/status/1972855226639196375#m
@hastarika,"Sep 30, 2025 · 2:45 AM UTC",MBG harus dihentikan total.,https://nitter.net/hastarika/status/1972855223363543257#m
@gguestya,"Sep 30, 2025 · 2:45 AM UTC",cieee mbg 🤭🤭🤭,https://nitter.net/gguestya/status/1972855198705193298#m
@BANGSAygSUJUD,"Sep 30, 2025 · 2:45 AM UTC",Keselamatan anak jadi prioritas Pemerintah perkuat tata kelola program MBG Presiden @prabowo menghendaki 0% insiden keamanan pangan Kini semua makanan yg keluar dari dapur dalam pengawasan ketat Harusnya hal2 begini selesai di tangan para Pembantu Presiden sejak awal2 dulu,https://nitter.net/BANGSAygSUJUD/status/1972855170863341937#m
@bakuldimsum_,"Sep 30, 2025 · 2:44 AM UTC",Memang tolol.. MBG m-nya maksa 🫵🫵🫵,https://nitter.net/bakuldimsum_/status/1972855146616115359#m
@RickyKardjono,"Sep 29, 2025 · 2:36 PM UTC",Anda kelihatannya ga peduli sama nasib anak² sekolahan yg makin banyak yg keracunan MBG ya pakk julhas...??,https://nitter.net/RickyKardjono/status/1972671722819035416#m
@scandal_dante,"Sep 30, 2025 · 2:44 AM UTC",mayan masuk kantong kata dapur mbg,https://nitter.net/scandal_dante/status/1972855138886046096#m
@prokaltengdotco,"Sep 30, 2025 · 2:44 AM UTC",prokalteng.jawapos.com/dprd/…,https://nitter.net/prokaltengdotco/status/1972855137858363727#m
@lalapouuuu4,"Sep 30, 2025 · 2:46 AM UTC",plsss akuu ga expect anjirrr kakkk serius mbg bukan Snack ultahh,https://nitter.net/lalapouuuu4/status/1972855455312699816#m
@Eddoy,"Sep 28, 2025 · 12:00 PM UTC","not to mention the legendary cendol cingcau keong, cuanki di ludahi, bakso boraks, ikan asin formalin. yea we survived all that but not mbg. prove that mbg isnt made for human",https://nitter.net/Eddoy/status/1972270091711713777#m
@diananasution_,"Sep 30, 2025 · 2:46 AM UTC","Lu tau tujuan MBG nggak sih blok, kalo nggak tau tuh cari tau minimal baca, bukan malah tolol",https://nitter.net/diananasution_/status/1972855420546138263#m
@fadelfikri241,"Sep 30, 2025 · 2:46 AM UTC","Menurut gw lebih bagus usulan Gibran buka 19jt lapangan kerja lewat hilirisasi ketimbang MBG, jauhh. Mending janji yang itu aja di realisasikan, meskipun entah apa yang dihilirisasikan, Yang kerja di tambang nikel, pabrik baja, itu mata sipit semua.",https://nitter.net/fadelfikri241/status/1972855501471048000#m
@bilbillee,"Sep 30, 2025 · 2:46 AM UTC","anj ga sengaja liat pagi pagi ambyar pada pro mbg, padahal yg diwawancarai korban mbg, masih aja pada nyanjung nyanjung mbg",https://nitter.net/bilbillee/status/1972855499818484039#m
@Apsprmna,"Sep 30, 2025 · 2:46 AM UTC","Sbnrnya in MBG untuk makan pagi atau makan siang anak” sekolah? Kalau untuk makan siang, kan masaknya biar ngk dri tengah lama atau dri subuh.. bisa di msak dari pagi aj.. Kalau untuk makan pagi, rata” kan mreka udh pda sarapan dri rmah mereka. kecuali bagi yg kurang mampu🙏🏻",https://nitter.net/Apsprmna/status/1972855549177032916#m
@FuzaFirdaus,"Sep 29, 2025 · 9:46 AM UTC","Kondisi di Ketapang, siswa-siswinya keracunan MBG ikan hiu. Sementara DAMRI berjuang menghubungkan ibu kota kabupatennya dengan Pontianak, meski dengan kondisi jalan seperti ini. Indonesia cerah!👍",https://nitter.net/FuzaFirdaus/status/1972598806995927508#m
@donad4656,"Sep 30, 2025 · 2:46 AM UTC","Coba suruh makan ,, sisa MBG yg berancun ,, kalo tetap berdiri ...asli sakti",https://nitter.net/donad4656/status/1972855538892603887#m
@scroogetheduck,"Sep 30, 2025 · 2:46 AM UTC","Coba yg sok bela rakyat mau cancel mbg Ngomong ke mayoritas penerima manfaat yg ga ada masalah, bilang mbg dibatalkan saja ya Paling pantatnya ditendang satu2 😂 Sok2 keras mau cancel mbg, diamuk rakyat kamu mencret2 nanti",https://nitter.net/scroogetheduck/status/1972855521826013496#m
@valhallamour,"Sep 30, 2025 · 2:46 AM UTC",(mbg burger) gibran: setelah seabad akhirnya dapet burger LU BARU MBG SEMINGGU YA BOCIL,https://nitter.net/valhallamour/status/1972855570962247827#m
@jeongunyil,"Sep 30, 2025 · 2:46 AM UTC",adjusted list at least for me (+) - prabowo - jokowi - luhut - menteri-menteri nyebelin - spoiled brats anak pejabat dan orkay ga napak - MBG - konflik agraria - capitalism - zionism,https://nitter.net/jeongunyil/status/1972855566218502601#m
@Baron224455,"Sep 30, 2025 · 2:46 AM UTC",Program makan bergizi gratis terus diperkuat agar setiap hidangan yang disajikan berkualitas dan mendukung kesehatan generasi muda. #KomitmenPemerintahJagaMBG #MBG #IndoensiaEmas2045,https://nitter.net/Baron224455/status/1972855561734820329#m
@IndoPopBase,"Sep 25, 2025 · 8:09 AM UTC",Fried shark allegedly caused MBG poisoning among students in West Kalimantan. (news.detik.com/berita/d-8129…),https://nitter.net/IndoPopBase/status/1971124880570712100#m
@ecosocrights,"Sep 30, 2025 · 1:12 AM UTC",#SkandalMBG regime Prabowo: - MBG dikelola ahli serangga & pensiunan tentara - Sarat KKN - Korban dibungkam - Yg bersuara dipaksa minta maaf - Dugaan 5.000 dapur fiktif - Wartawan yg bertanya dicabutID-nya - Warga yg aksi mulai diteror - Nyawa dijadikan sekadar deretan angka,https://nitter.net/ecosocrights/status/1972831860129665239#m
@t_takano1203,"Sep 30, 2025 · 2:46 AM UTC","MBG butuh dukungan, bukan keraguan.",https://nitter.net/t_takano1203/status/1972855655792087137#m
@MurtadhaOne1,"Sep 26, 2025 · 3:13 PM UTC",MBG Sudan?🤔,https://nitter.net/MurtadhaOne1/status/1971594025351434597#m
@txtdaritaxpayer,"Sep 28, 2025 · 6:17 AM UTC","Presiden ditanya wartawan CNN tentang program MBG dibilang ""di luar konteks"" oleh Biro Pers dan kartu liputan istana wartawannya dicabut. Logika lu sih yang gw rasa ""di luar nalar"" Kalo Presiden ditanya komentarnya atas kekalahan 3-1 MU dari Brentford baru noh di luar konteks🤦‍♂️",https://nitter.net/txtdaritaxpayer/status/1972183891227431050#m
@divalestari330,"Sep 30, 2025 · 2:47 AM UTC",Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045 #KawalMBG #IndonesiaEmas2045 #ManfaatMBG #DukungMBG,https://nitter.net/divalestari330/status/1972855715233718333#m
@hantaensan,"Sep 30, 2025 · 2:47 AM UTC",boleh coba tanya ke bang minho soalnya kemarin anak blio ada nyang menolak makan karena di sekolahnya dapet mbg,https://nitter.net/hantaensan/status/1972855705972650223#m
@divalestari330,"Sep 30, 2025 · 2:47 AM UTC",Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045 #KawalMBG #IndonesiaEmas2045 #ManfaatMBG #DukungMBG,https://nitter.net/divalestari330/status/1972855695847665702#m
@MamiaDoang,"Sep 29, 2025 · 11:06 PM UTC",Cucunya pd mau memakan MBG ga?,https://nitter.net/MamiaDoang/status/1972800266392215835#m
@AbdulJaya404,"Sep 30, 2025 · 2:47 AM UTC",Kesehatan anak terjamin dengan MBG #KomitmenPemerintahJagaMBG,https://nitter.net/AbdulJaya404/status/1972855784863318413#m
@ye_ierwe,"Sep 30, 2025 · 2:47 AM UTC","Oddy, elu juga kayanya mesti makan MBG deh. Kok niatnya biar semua keracunan?",https://nitter.net/ye_ierwe/status/1972855780257989030#m
@Baron224455,"Sep 30, 2025 · 2:47 AM UTC",Program makan bergizi gratis terus diperkuat agar setiap hidangan yang disajikan berkualitas dan mendukung kesehatan generasi muda. #KomitmenPemerintahJagaMBG #MBG #IndoensiaEmas2045,https://nitter.net/Baron224455/status/1972855765154385947#m
@AbdulJaya404,"Sep 30, 2025 · 2:47 AM UTC",MBG berbenah untuk kesehatan dan tumbuh kembang anak kita #KomitmenPemerintahJagaMBG,https://nitter.net/AbdulJaya404/status/1972855756195332487#m
@RegitaTahir,"Sep 30, 2025 · 2:47 AM UTC","PRESIDEN PRABOWO PANGGIL KEPALA BGN, BUKTI KOMITMEN PEMERINTAH UNTUK JAGA PROGRAM MBG",https://nitter.net/RegitaTahir/status/1972855871500955668#m
@brijunary,"Sep 30, 2025 · 2:47 AM UTC","gue kalo balik jaman mondok di era mbg skrg, MENDING GORENG TAHU TEMPE SENDIRI DRPD MAKAN BERACUN BERSAMA JIRRRRR",https://nitter.net/brijunary/status/1972855847756935486#m
@RegitaTahir,"Sep 30, 2025 · 2:47 AM UTC","PRESIDEN PRABOWO PANGGIL KEPALA BGN, BUKTI KOMITMEN PEMERINTAH UNTUK JAGA PROGRAM MBG",https://nitter.net/RegitaTahir/status/1972855825636130989#m
@Kurkur34719647,"Sep 30, 2025 · 2:47 AM UTC","Mbg bukannya tidak membeda bedakan si kaya dan si kurang mampu ya? Kalo memang anaknya ga mau dikasih mbg ya tinggal bilang, ga usah dimakan",https://nitter.net/Kurkur34719647/status/1972855913842425906#m
@tekarok007,"Sep 29, 2025 · 10:21 AM UTC","Hal begini tidak akan paham mereka yang mau MGB dibatalkan, bahkan ada yang baru pertama kali bisa minum susu karena pogram MBG.",https://nitter.net/tekarok007/status/1972607635427033549#m
@RegitaTahir,"Sep 30, 2025 · 2:48 AM UTC",PEMERINTAH BERKOMITMEN UNTUK TERUS EVALUASI MBG AGAR PROGRAM TERSEBUT LEBIH BAIK LAGI,https://nitter.net/RegitaTahir/status/1972855933224223066#m
@Baron224455,"Sep 30, 2025 · 2:48 AM UTC",Program makan bergizi gratis terus diperkuat agar setiap hidangan yang disajikan berkualitas dan mendukung kesehatan generasi muda. #KomitmenPemerintahJagaMBG #MBG #IndoensiaEmas2045,https://nitter.net/Baron224455/status/1972855924873454061#m
@RegitaTahir,"Sep 30, 2025 · 2:48 AM UTC","PRESIDEN PRABOWO INGATKAN UNTUK JANGAN POLITISASI KASUS MBG. TUJUAN MBG UNTUK ANAK-ANAK INDONESIA. UNTUK BANGSA, UNTUK GENERASI EMAS INDONESIA",https://nitter.net/RegitaTahir/status/1972856004351242463#m
@Deviliing,"Sep 30, 2025 · 2:48 AM UTC","Kupikir berita mbg hiu goreng cmn timpa teks, ternyata beneran😱😱😱 Hiu.. hiu.. hiuuu lo ini anjiiir 😭😭😭",https://nitter.net/Deviliing/status/1972856036299350335#m
@great_fleet,"Sep 29, 2025 · 4:57 PM UTC","Aku pernah bilang, failure MBG jangan cuman dilihat yg keracunan doang. - Yg kadar gizi minimumnya sesuai kaidah. - Yg seharusnya dpt tp gk dapet or blm dpt. - Yg rusak atau tidak layak makan. - Yg ada kontaminan, mis belatung or siput. Totalin, baru bicara persen sebenarnya.",https://nitter.net/great_fleet/status/1972707390584922181#m
@hastarika,"Sep 30, 2025 · 2:48 AM UTC",rakyat indonesia sudah terlalu bodoh. mereka nggak bisa membedakan MBG yg dibiayai uang pajak rakyat dg makan siang yg mjd fasilitas sekolah swasta krn SPP-nya mahal.,https://nitter.net/hastarika/status/1972856025704472736#m
@Baron224455,"Sep 30, 2025 · 2:48 AM UTC",Program makan bergizi gratis terus diperkuat agar setiap hidangan yang disajikan berkualitas dan mendukung kesehatan generasi muda. #KomitmenPemerintahJagaMBG #MBG #IndoensiaEmas2045,https://nitter.net/Baron224455/status/1972856018637054096#m
@sukaberbicara,"Sep 29, 2025 · 1:44 PM UTC",pesan mamah jauhi mbg,https://nitter.net/sukaberbicara/status/1972658792568623557#m
@Ary_PrasKe2,"Sep 30, 2025 · 2:50 AM UTC","Proyek MBG Kian Mengerikan! Program Makan Bergizi Gratis (MBG) yang digadang sebagai solusi gizi kini berubah jadi ancaman serius bagi anak-anak Indonesia. Kamis, 25 September 2025 👉 Sekitar 1000 siswa alami keracunan massal di Kabupaten Bandung Barat. 👉 Bupati menetapkan status KLB (21–25 September 2025). Data makin mengkhawatirkan: 5.626 kasus keracunan MBG di 16 provinsi (17 Jan – 18 Sep 2025, versi CISDI). Lonjakan 1.376 kasus → 6.452 kasus hanya dalam 3 bulan (data JPPI). Korban: siswa sekolah hingga guru. “Peristiwa keracunan ini membuktikan MBG gagal dalam pelaksanaannya. Negara lalai memenuhi hak dasar atas pangan yang aman,” – LBH Bandung. Dari sisi HAM & hukum, kasus ini jelas pelanggaran: Pasal 25 DUHAM: hak atas standar hidup layak & pangan sehat. Pasal 11 Kovenan Ekosob: negara wajib menjamin pangan aman & bergizi. UU 17/2023 Kesehatan & UU 18/2012 Pangan: pemerintah bertanggung jawab menjaga mutu & keamanan pangan. Alih-alih jadi solusi, MBG kini dipandang sebagai pelanggaran hak asasi manusia. “Makna kepentingan umum dalam PSN hingga MBG ini salah kaprah,” ujar Herlambang, Dosen Fakultas Hukum UGM, saat jadi saksi ahli uji materiil UU Cipta Kerja di MK (11/9/2025). Desakan keras yang datang dari YLBHI yang meminta Presiden menghentikan MBG sekarang juga dan melakukan evaluasi menyeluruh.",https://nitter.net/Ary_PrasKe2/status/1972856510209548434#m
@bhinneka_news,"Sep 30, 2025 · 2:53 AM UTC","Program MBG hadir bukan hanya beri makan, tapi juga beri harapan untuk masa depan yang lebih cerah #KomitmenPemerintahJagaMBG #MBG #IndoensiaEmas2045",https://nitter.net/bhinneka_news/status/1972857271395971127#m
@AnakITKmrnSore,"Sep 30, 2025 · 2:52 AM UTC","Ga sepenuhnya salah kemenpora, ini semua karna efisiensi.. Dananya dialihkan buat program aneh yg namanya disingkat jadi MBG itu..",https://nitter.net/AnakITKmrnSore/status/1972857147177517453#m
@yo2hi_hi,"Sep 30, 2025 · 2:52 AM UTC",Program MBG apakah bisa menjadi sebuah case korupsi?,https://nitter.net/yo2hi_hi/status/1972857145818575119#m
@Ary_PrasKe2,"Sep 30, 2025 · 2:50 AM UTC","Proyek MBG Kian Mengerikan! Program Makan Bergizi Gratis (MBG) yang digadang sebagai solusi gizi kini berubah jadi ancaman serius bagi anak-anak Indonesia. Kamis, 25 September 2025 👉 Sekitar 1000 siswa alami keracunan massal di Kabupaten Bandung Barat. 👉 Bupati menetapkan status KLB (21–25 September 2025). Data makin mengkhawatirkan: 5.626 kasus keracunan MBG di 16 provinsi (17 Jan – 18 Sep 2025, versi CISDI). Lonjakan 1.376 kasus → 6.452 kasus hanya dalam 3 bulan (data JPPI). Korban: siswa sekolah hingga guru. “Peristiwa keracunan ini membuktikan MBG gagal dalam pelaksanaannya. Negara lalai memenuhi hak dasar atas pangan yang aman,” – LBH Bandung. Dari sisi HAM & hukum, kasus ini jelas pelanggaran: Pasal 25 DUHAM: hak atas standar hidup layak & pangan sehat. Pasal 11 Kovenan Ekosob: negara wajib menjamin pangan aman & bergizi. UU 17/2023 Kesehatan & UU 18/2012 Pangan: pemerintah bertanggung jawab menjaga mutu & keamanan pangan. Alih-alih jadi solusi, MBG kini dipandang sebagai pelanggaran hak asasi manusia. “Makna kepentingan umum dalam PSN hingga MBG ini salah kaprah,” ujar Herlambang, Dosen Fakultas Hukum UGM, saat jadi saksi ahli uji materiil UU Cipta Kerja di MK (11/9/2025). Desakan keras yang datang dari YLBHI yang meminta Presiden menghentikan MBG sekarang juga dan melakukan evaluasi menyeluruh.",https://nitter.net/Ary_PrasKe2/status/1972856510356312399#m
